"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"6497","부산광역시 남구 대연동","245","0245","0000","대우그린1","59.9900","202205","31","18,300","-","20","-","-","1997","황령대로319번가길 190-6","-","중개거래","부산 남구","-"
"6498","부산광역시 남구 대연동","323-6","0323","0006","대연동원","84.9777","202205","30","55,500","-","21","-","-","2002","수영로267번길 20","-","중개거래","부산 남구","-"
"6499","부산광역시 남구 대연동","243-23","0243","0023","청구","59.8000","202205","30","21,500","-","8","-","-","2001","황령대로319번가길 110","-","중개거래","부산 남구","-"
"6500","부산광역시 남구 대연동","245-23","0245","0023","삼익그린","59.9900","202205","30","20,500","-","4","-","-","2001","황령대로319번가길 142","-","중개거래","부산 남구","-"
"6501","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9400","202205","30","60,700","-","8","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6502","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9800","202205","28","83,000","-","7","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6503","부산광역시 남구 대연동","93-3","0093","0003","부산대연동푸르지오","29.2400","202205","27","17,500","-","7","-","-","2005","수영로325번길 12","-","중개거래","부산 남구","-"
"6504","부산광역시 남구 대연동","1764-6","1764","0006","아이홈대연","84.8457","202205","25","40,000","-","6","-","-","2019","수영로 180","-","직거래","-","-"
"6505","부산광역시 남구 대연동","1893","1893","0000","대연파크푸르지오","59.8743","202205","25","52,000","-","5","-","-","2018","홍곡로 360","-","중개거래","부산 남구","-"
"6506","부산광역시 남구 대연동","245-137","0245","0137","신원","84.7600","202205","24","18,000","-","2","-","-","2000","황령대로319번가길 158-30","-","직거래","-","-"
"6507","부산광역시 남구 대연동","882-19","0882","0019","글로리성보빌라트","68.5600","202205","24","20,800","-","7","-","-","2002","유엔평화로41번길 8","-","중개거래","부산 남구","-"
"6508","부산광역시 남구 대연동","1893","1893","0000","대연파크푸르지오","59.9881","202205","24","54,000","-","22","-","-","2018","홍곡로 360","-","중개거래","부산 남구","-"
"6509","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.8922","202211","14","56,000","-","18","-","-","2019","유엔로 246","-","중개거래","부산 남구","-"
"6510","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9984","202211","14","71,500","-","9","-","-","2018","수영로 261","-","중개거래","부산 남구","-"
"6511","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9800","202211","14","64,000","-","7","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6512","부산광역시 남구 대연동","72-23","0072","0023","대승타워","33.1000","202211","12","9,600","-","12","-","-","1998","수영로 304","-","중개거래","부산 남구","-"
"6513","부산광역시 남구 대연동","1912","1912","0000","대연자이","50.9858","202211","12","36,000","-","23","-","-","2019","유엔로 246","-","중개거래","부산 남구","-"
"6514","부산광역시 남구 대연동","1878","1878","0000","대연롯데캐슬레전드2단지","84.9800","202211","12","59,000","-","5","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6515","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202211","12","66,000","-","1","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6516","부산광역시 남구 대연동","1865","1865","0000","대연롯데캐슬","84.6715","202211","12","59,500","-","3","-","-","2015","수영로325번길 61","-","중개거래","부산 남구","-"
"6517","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.6900","202211","12","79,500","-","15","-","-","2013","수영로 345","-","중개거래","부산 남구","-"
"6518","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202211","09","75,800","-","10","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6519","부산광역시 남구 대연동","252-1","0252","0001","경동메르빌","59.9094","202211","07","26,000","-","18","-","-","2005","황령대로319번길 26","-","중개거래","부산 남구","-"
"6520","부산광역시 남구 대연동","86-3","0086","0003","마로니에타운","22.4400","202211","05","6,200","-","7","-","-","2003","수영로325번길 11","-","중개거래","부산 남구","-"
"6521","부산광역시 남구 대연동","255-1","0255","0001","장백장미타워1","59.9400","202211","05","18,500","-","16","-","-","1996","황령대로319번길 120","-","중개거래","부산 남구","-"
"6522","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9400","202211","05","51,000","-","24","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6523","부산광역시 남구 대연동","1865","1865","0000","대연롯데캐슬","84.4873","202211","05","59,800","-","4","-","-","2015","수영로325번길 61","-","중개거래","부산 남구","-"
"6524","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202211","04","64,000","-","15","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6525","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202211","03","30,090","-","6","-","-","2018","수영로 135","-","직거래","-","-"
"6526","부산광역시 남구 대연동","1170-2","1170","0002","대우","117.8700","202211","02","33,000","-","12","-","-","1996","홍곡로 343","-","중개거래","부산 남구","-"
"6527","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202211","02","64,000","-","18","-","-","2018","수영로 135","20230103","중개거래","부산 남구","-"
"6528","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9800","202211","02","70,000","-","17","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6529","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9400","202211","02","56,000","-","21","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6530","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","121.9700","202211","01","118,000","-","16","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6531","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","100.9500","202211","01","98,000","-","9","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6532","부산광역시 남구 대연동","40-3","0040","0003","아침햇살","77.0134","202210","31","35,000","-","3","-","-","2005","용소로13번길 61","-","직거래","-","-"
"6533","부산광역시 남구 대연동","72-23","0072","0023","대승타워","33.1000","202210","30","9,000","-","17","-","-","1998","수영로 304","-","직거래","-","-"
"6534","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9639","202210","29","67,800","-","2","-","-","2018","수영로 261","-","중개거래","부산 남구","-"
"6535","부산광역시 남구 대연동","1375-2","1375","0002","일동지에닌","84.9900","202210","29","38,000","-","21","-","-","2006","수영로 209","-","중개거래","부산 해운대구","-"
"6536","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9984","202210","27","70,000","-","14","-","-","2018","수영로 261","-","직거래","-","-"
"6537","부산광역시 남구 대연동","1865","1865","0000","대연롯데캐슬","122.5305","202210","27","102,000","-","21","-","-","2015","수영로325번길 61","-","중개거래","부산 남구","-"
"6538","부산광역시 남구 대연동","245-23","0245","0023","삼익그린","59.9900","202210","26","18,500","-","9","-","-","2001","황령대로319번가길 142","-","중개거래","부산 수영구","-"
"6539","부산광역시 남구 대연동","245-23","0245","0023","삼익그린","84.9800","202210","25","30,500","-","14","-","-","2001","황령대로319번가길 142","-","중개거래","부산 남구","-"
"6540","부산광역시 남구 대연동","1912","1912","0000","대연자이","84.9817","202210","25","80,000","-","22","-","-","2019","유엔로 246","-","중개거래","부산 남구","-"
"6541","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9400","202210","25","48,500","-","4","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6542","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202210","25","31,440","-","7","-","-","2018","수영로 135","-","직거래","-","-"
"6543","부산광역시 남구 대연동","649","0649","0000","삼성","59.8200","202210","24","26,000","-","13","-","-","1996","신선로 490","-","중개거래","부산 남구","-"
"6544","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9800","202210","24","60,000","-","3","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6545","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9800","202210","24","68,000","-","15","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6546","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9400","202210","24","50,000","-","13","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6547","부산광역시 남구 대연동","1786-1","1786","0001","일신","54.8100","202210","20","14,500","-","1","-","-","1982","진남로127번길 26-8","-","중개거래","부산 남구","-"
"6548","부산광역시 남구 대연동","888-7","0888","0007","푸른마을(888-7)","78.4600","202210","19","25,000","-","10","-","-","2004","유엔평화로41번가길 35","-","직거래","-","-"
"6549","부산광역시 남구 대연동","72-23","0072","0023","대승타워","33.1000","202210","19","9,800","-","13","-","-","1998","수영로 304","-","직거래","-","-"
"6550","부산광역시 남구 대연동","1918","1918","0000","정성재아파트","58.6300","202210","19","41,000","-","11","-","-","2019","유엔로 211","-","직거래","-","-"
"6551","부산광역시 남구 대연동","1878","1878","0000","대연롯데캐슬레전드2단지","84.9800","202210","19","60,000","-","20","-","-","2018","수영로 135","-","중개거래","부산 연제구","-"
"6552","부산광역시 남구 대연동","894-14","0894","0014","경천골드빌","84.1700","202210","18","18,000","-","1","-","-","2004","유엔평화로42번길 34","-","중개거래","부산 남구","-"
"6553","부산광역시 남구 대연동","1865","1865","0000","대연롯데캐슬","122.5305","202210","18","93,000","-","8","-","-","2015","수영로325번길 61","-","중개거래","부산 남구","-"
"6554","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.3600","202210","17","81,800","-","7","-","-","2013","수영로 345","-","중개거래","부산 남구","-"
"6555","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202210","16","32,005","-","9","-","-","2018","수영로 135","-","직거래","-","-"
"6556","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9800","202210","15","73,000","-","27","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6557","부산광역시 남구 대연동","1733-10","1733","0010","삼원그린(1733-10)","84.7100","202210","14","26,000","-","2","-","-","2002","유엔로157번나길 9","-","중개거래","부산 남구","-"
"6558","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202210","13","47,375","-","20","-","-","2018","수영로 135","-","직거래","-","-"
"6559","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202210","13","68,000","-","10","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6560","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202210","12","70,000","-","25","-","-","2018","수영로 135","-","중개거래","부산 남구 부산 북구","-"
"6561","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202210","11","46,620","-","7","-","-","2018","수영로 135","-","직거래","-","-"
"6562","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202210","11","31,440","-","8","-","-","2018","수영로 135","-","직거래","-","-"
"6563","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202210","10","31,520","-","8","-","-","2018","수영로 135","-","직거래","-","-"
"6564","부산광역시 남구 대연동","1865","1865","0000","대연롯데캐슬","84.6715","202210","07","65,000","-","11","-","-","2015","수영로325번길 61","-","중개거래","부산 남구","-"
"6565","부산광역시 남구 대연동","1909","1909","0000","대연SKVIEWHills(2단지)","19.8197","202210","06","14,000","-","16","-","-","2019","수영로 261","-","중개거래","부산 남구","-"
"6566","부산광역시 남구 대연동","1741-12","1741","0012","오름캐슬","46.2700","202210","06","22,000","-","5","-","-","2015","못골로 92","-","중개거래","부산 남구","-"
"6567","부산광역시 남구 대연동","243-23","0243","0023","청구","59.8000","202210","05","20,000","-","11","-","-","2001","황령대로319번가길 110","-","직거래","-","-"
"6568","부산광역시 남구 대연동","1865","1865","0000","대연롯데캐슬","84.6715","202210","05","63,000","-","12","-","-","2015","수영로325번길 61","-","중개거래","부산 남구","-"
"6569","부산광역시 남구 대연동","252-1","0252","0001","경동메르빌","84.9302","202210","05","38,500","-","17","-","-","2005","황령대로319번길 26","-","중개거래","부산 남구","-"
"6570","부산광역시 남구 대연동","93-3","0093","0003","부산대연동푸르지오","84.9600","202210","04","67,000","-","19","-","-","2005","수영로325번길 12","-","중개거래","부산 남구","-"
"6571","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202210","04","46,620","-","6","-","-","2018","수영로 135","-","직거래","-","-"
"6572","부산광역시 남구 대연동","1865","1865","0000","대연롯데캐슬","122.5305","202210","04","85,010","-","5","-","-","2015","수영로325번길 61","-","직거래","-","-"
"6573","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202210","03","47,400","-","24","-","-","2018","수영로 135","-","직거래","-","-"
"6574","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202210","03","61,000","-","1","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6575","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202210","02","47,720","-","24","-","-","2018","수영로 135","-","직거래","-","-"
"6576","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202210","02","30,640","-","4","-","-","2018","수영로 135","-","직거래","-","-"
"6577","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202210","02","31,825","-","9","-","-","2018","수영로 135","20230816","직거래","-","-"
"6578","부산광역시 남구 대연동","242-1","0242","0001","대우그린2","59.7900","202210","01","18,600","-","21","-","-","2000","황령대로319번가길 189","-","중개거래","부산 남구","-"
"6579","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.8922","202210","01","66,100","-","27","-","-","2019","유엔로 246","-","직거래","-","-"
"6580","부산광역시 남구 대연동","1878","1878","0000","대연롯데캐슬레전드2단지","84.9500","202210","01","62,300","-","6","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6581","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202210","01","31,520","-","8","-","-","2018","수영로 135","20230726","직거래","-","-"
"6582","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9900","202210","01","49,000","-","5","-","-","2018","수영로 135","-","중개거래","부산 금정구 부산 남구","-"
"6583","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9600","202210","01","53,000","-","14","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6584","부산광역시 남구 대연동","1203-47","1203","0047","현대(1203-47)","59.4000","202209","30","30,000","-","13","-","-","1997","천제등로28번길 50","-","직거래","-","-"
"6585","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9639","202209","29","68,000","-","6","-","-","2018","수영로 261","-","직거래","-","-"
"6586","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9984","202209","28","80,000","-","20","-","-","2018","수영로 261","-","중개거래","부산 남구","-"
"6587","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9984","202209","28","80,000","-","20","-","-","2018","수영로 261","20221121","중개거래","부산 남구","-"
"6588","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","28","31,940","-","12","-","-","2018","수영로 135","-","직거래","-","-"
"6589","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9800","202209","28","69,000","-","24","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6590","부산광역시 남구 대연동","892-10","0892","0010","대성아파트","56.5300","202209","27","16,500","-","1","-","-","1978","유엔로 127-2","-","중개거래","부산 남구","-"
"6591","부산광역시 남구 대연동","1912","1912","0000","대연자이","84.9817","202209","27","75,000","-","3","-","-","2019","유엔로 246","-","중개거래","부산 남구","-"
"6592","부산광역시 남구 대연동","245-137","0245","0137","신원","84.1500","202209","26","26,500","-","16","-","-","2000","황령대로319번가길 158-30","-","중개거래","부산 남구","-"
"6593","부산광역시 남구 대연동","639-25","0639","0025","아침마을비동","77.4200","202209","26","22,800","-","6","-","-","2003","유엔평화로41번길 83","-","중개거래","부산 남구 부산 수영구","-"
"6594","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9984","202209","26","75,000","-","5","-","-","2018","수영로 261","-","중개거래","부산 남구","-"
"6595","부산광역시 남구 대연동","1757-5","1757","0005","드림","37.3000","202209","26","15,400","-","6","-","-","2013","유엔평화로4번길 76","-","중개거래","부산 남구","-"
"6596","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","25","31,940","-","13","-","-","2018","수영로 135","-","직거래","-","-"
"6597","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","25","31,820","-","10","-","-","2018","수영로 135","-","직거래","-","-"
"6598","부산광역시 남구 대연동","86-3","0086","0003","마로니에타운","41.6200","202209","24","13,700","-","14","-","-","2003","수영로325번길 11","-","중개거래","부산 남구","-"
"6599","부산광역시 남구 대연동","1918","1918","0000","정성재아파트","58.6300","202209","24","33,000","-","5","-","-","2019","유엔로 211","-","중개거래","부산 남구","-"
"6600","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","24","31,640","-","10","-","-","2018","수영로 135","-","직거래","-","-"
"6601","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","24","46,840","-","10","-","-","2018","수영로 135","-","직거래","-","-"
"6602","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","24","46,620","-","6","-","-","2018","수영로 135","-","직거래","-","-"
"6603","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","24","31,220","-","6","-","-","2018","수영로 135","-","직거래","-","-"
"6604","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","24","31,140","-","6","-","-","2018","수영로 135","20240517","직거래","-","-"
"6605","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","24","47,220","-","19","-","-","2018","수영로 135","-","직거래","-","-"
"6606","부산광역시 남구 대연동","1912","1912","0000","대연자이","39.9195","202209","23","30,500","-","13","-","-","2019","유엔로 246","-","중개거래","부산 남구","-"
"6607","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","48,172","-","26","-","-","2018","수영로 135","20230825","직거래","-","-"
"6608","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","46,600","-","13","-","-","2018","수영로 135","-","직거래","-","-"
"6609","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","46,775","-","7","-","-","2018","수영로 135","-","직거래","-","-"
"6610","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","23","32,305","-","13","-","-","2018","수영로 135","-","직거래","-","-"
"6611","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","46,920","-","11","-","-","2018","수영로 135","-","직거래","-","-"
"6612","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","23","31,720","-","11","-","-","2018","수영로 135","-","직거래","-","-"
"6613","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","23","29,420","-","1","-","-","2018","수영로 135","-","직거래","-","-"
"6614","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","46,300","-","9","-","-","2018","수영로 135","-","직거래","-","-"
"6615","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","46,900","-","18","-","-","2018","수영로 135","-","직거래","-","-"
"6616","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","47,720","-","23","-","-","2018","수영로 135","-","직거래","-","-"
"6617","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","47,220","-","19","-","-","2018","수영로 135","-","직거래","-","-"
"6618","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","48,014","-","26","-","-","2018","수영로 135","-","직거래","-","-"
"6619","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","47,720","-","25","-","-","2018","수영로 135","-","직거래","-","-"
"6620","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","47,720","-","22","-","-","2018","수영로 135","-","직거래","-","-"
"6621","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","46,300","-","8","-","-","2018","수영로 135","-","직거래","-","-"
"6622","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","23","32,305","-","12","-","-","2018","수영로 135","20230816","직거래","-","-"
"6623","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","23","31,825","-","11","-","-","2018","수영로 135","20230803","직거래","-","-"
"6624","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","23","29,845","-","2","-","-","2018","수영로 135","-","직거래","-","-"
"6625","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","23","32,020","-","12","-","-","2018","수영로 135","20230818","직거래","-","-"
"6626","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","23","31,140","-","5","-","-","2018","수영로 135","-","직거래","-","-"
"6627","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","47,372","-","11","-","-","2018","수영로 135","-","직거래","-","-"
"6628","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","49.3100","202209","23","47,375","-","17","-","-","2018","수영로 135","-","직거래","-","-"
"6629","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","39.7000","202209","23","32,305","-","14","-","-","2018","수영로 135","20230825","직거래","-","-"
"6630","부산광역시 남구 대연동","242-1","0242","0001","대우그린2","59.9900","202212","31","16,000","-","10","-","-","2000","황령대로319번가길 189","-","중개거래","부산 남구","-"
"6631","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9639","202212","28","65,500","-","12","-","-","2018","수영로 261","-","중개거래","부산 남구","-"
"6632","부산광역시 남구 대연동","1909","1909","0000","대연SKVIEWHills(2단지)","19.8197","202212","24","11,000","-","5","-","-","2019","수영로 261","-","중개거래","부산 남구","-"
"6633","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.8922","202212","23","49,500","-","17","-","-","2019","유엔로 246","-","중개거래","부산 남구","-"
"6634","부산광역시 남구 대연동","1893","1893","0000","대연파크푸르지오","84.9866","202212","23","50,000","-","6","-","-","2018","홍곡로 360","-","직거래","-","-"
"6635","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9984","202212","23","67,000","-","3","-","-","2018","수영로 261","-","중개거래","부산 남구","-"
"6636","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","100.9500","202212","23","80,000","-","27","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6637","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.8922","202212","21","61,000","-","8","-","-","2019","유엔로 246","-","중개거래","부산 남구","-"
"6638","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9639","202212","21","66,000","-","7","-","-","2018","수영로 261","-","중개거래","부산 남구","-"
"6639","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","134.0500","202212","18","130,000","-","7","-","-","2013","수영로 345","-","중개거래","부산 남구","-"
"6640","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9984","202212","17","76,000","-","19","-","-","2018","수영로 261","-","중개거래","부산 남구","-"
"6641","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202212","17","59,500","-","10","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6642","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.9200","202212","17","76,500","-","9","-","-","2013","수영로 345","-","직거래","-","-"
"6643","부산광역시 남구 대연동","243-23","0243","0023","청구","59.8000","202212","16","18,200","-","9","-","-","2001","황령대로319번가길 110","-","중개거래","부산 남구","-"
"6644","부산광역시 남구 대연동","1893","1893","0000","대연파크푸르지오","84.9866","202212","15","52,000","-","16","-","-","2018","홍곡로 360","-","중개거래","부산 남구","-"
"6645","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9800","202212","15","60,000","-","9","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6646","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202212","15","62,500","-","6","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6647","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9639","202212","14","66,000","-","1","-","-","2018","수영로 261","-","중개거래","부산 남구","-"
"6648","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","84.9639","202212","14","66,000","-","1","-","-","2018","수영로 261","20221221","중개거래","부산 남구","-"
"6649","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.3800","202212","14","81,000","-","26","-","-","2013","수영로 345","-","중개거래","부산 남구","-"
"6650","부산광역시 남구 대연동","245-23","0245","0023","삼익그린","164.3400","202212","13","44,000","-","3","-","-","2001","황령대로319번가길 142","-","직거래","-","-"
"6651","부산광역시 남구 대연동","1203-47","1203","0047","현대(1203-47)","59.4000","202212","12","29,000","-","11","-","-","1997","천제등로28번길 50","-","중개거래","부산 남구","-"
"6652","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","59.9975","202212","12","50,000","-","24","-","-","2018","수영로 261","-","중개거래","부산 해운대구","-"
"6653","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","121.9700","202212","12","108,500","-","12","-","-","2018","수영로 135","-","중개거래","부산 남구","-"
"6654","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.3800","202212","12","81,000","-","19","-","-","2013","수영로 345","-","중개거래","부산 남구","-"
